# Gene Family HUMAnN v4.0.0.alpha.1 Adjusted CPMs	SRR28210342	SRR28210343	SRR28210344	SRR28210345	SRR28210346	SRR28210347	SRR28210348	SRR28210349	SRR28210350	SRR28210351	SRR28210352	SRR28210353	SRR28210354	SRR28210355	SRR28210356	SRR28210357	SRR28210358	SRR28210359	SRR28210360	SRR28210361	SRR28210362	SRR28210363	SRR28210364	SRR28210365	SRR28210366	SRR28210367	SRR28210368	SRR28210369	SRR28210370	SRR28210371	SRR28210372	SRR28210373	SRR28210374	SRR28210375	SRR28210376	SRR28210377	SRR28210378	SRR28210379	SRR28210380	SRR28210381
K06987	10.5437388404	5.7121889819	8.8030526169	10.3932783975	12.1923116431	13.1941298193	19.936984698499998	23.4133814283	12.725447148699999	25.2928320654	8.9791234747	8.856455971900001	2.9824567827	41.194089014	32.6767486147	8.5332767939	11.1117019916	7.1255218735999994	10.5719865095	5.8478473939	24.3836195012	10.6746927043	14.9813332452	6.8303369465	10.686792896	10.0893236653	5.4036584426	13.9578841676	26.71635953	20.4706403167	25.021213353300002	11.4679172312	21.3864781391	8.705649443	25.3866849389	24.619766009	23.1256569278	3.6510794987	6.3829518148	20.9980363238
K06988	0	0	0	0	0	0	0	0	0	0	0	0.25890078920000004	0	0.163586009	0.9959625002	0	0	0	0	0	0.1734999589	0	0.444640799	0	0.2127142207	0.2279833748	0	0	0.6601520297	0	0	0	0	0	0	0	0	0	0.269614033	0.9011656963
K06989	0.6897851814	0.9482112916	0.0844511139	0.5271577885000001	0	3.4968017461	0.1884960911	0	0	0	0.5119802671	0.2695614219	0.0869932211	0	0	0	2.6510513843	0	0	0.8242113404	0	0.1187898026	0.2992315477	0.864154434	1.0650413937	2.6785032757	0	0.086337659	0.3205707202	0.1131336572	0	0.4813468671	3.5756264518	0	0	0	0.1277036589	0.7711110006	6.2217279932	0.382264891
K06990	0	3.9096013781	0	0.2873497384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4560685908	0	0	0	0	0	0
K06993	0	0	0	0.0888717143	0	0.1111886095	0.3516527656	0.1414576135	0	0.0819710143	0	0	0	0.0696268106	0.1884060438	0	0	0	0.11981649	0.7390132989	0.0683165077	0	0	0	0.587493492	0	0	0	0.1631097717	0	1.1398350292	0.335248317	0	0	0	0	0	0	0	0.1282545996
K06994	0	0	0	0	0	0	0.0711842129	0	0	0	0	0.1871335491	0	0	0	0	0	0	0.2419559402	0	3.5182729266000003	2.2825254375	0.2891356804	0	0.1768387913	0	0	0	0.9641680252	0	0	0	0	0	0	0	0	0	0.1837685008	2.457219949
K06995	0	0	0	0	0	0.2943395347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K06996	0.5428063703	1.4913164137	1.4018486130999999	1.998655697	7.9736578128	5.7330675193	2.5181848418	2.4268544285	2.8992581744	1.2328616679	11.6328345145	4.4402572304	5.5377749409999995	0	1.746634716	0.8499555517	6.4109377856	0.9830287053	1.9327192492	5.2703561475	0	0.4922052808	1.7876058306	1.8210705368	2.909942789	5.7068482148	9.4372352833	8.8439079746	0.9962130453	3.3948942232999997	0.2088956789	3.531327568	8.2669967283	4.3842487841	2.0982824205	2.9891915439	2.5655264213	9.201954902599999	7.0184280776	0.439976033
K06997	51.9742280214	53.8286031259	96.7419368709	67.4067486242	70.924239211	62.635147113100004	89.8472664369	79.9813850768	71.4525548186	84.637192637	64.5597076276	45.3034022616	131.0345479232	44.8455316481	121.6892077784	112.063639951	59.8085053248	109.68753479429999	79.8965584855	45.0135651711	112.508224564	126.7780662184	54.6326247652	63.488800148100005	54.2564191271	62.232628793399996	85.9064902655	89.5171841296	51.7777648689	62.9029910715	72.1033358159	40.550198041	63.4022028004	66.9837491535	65.2419392697	119.8851061175	101.62523369430001	74.5670370384	48.0468722549	111.20090972690001
K06998	0	0	0	0	0	0.1886143542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K06999	15.6521038928	12.412560522	43.365701085299996	27.4190225649	50.9803296599	13.4510829285	26.573840847899998	110.4894684175	49.500353822499996	7.4430685345	11.6838102426	73.176937297	167.4828109122	196.1803597866	32.4015810066	52.8938677653	15.954937427199999	17.8467327932	14.181722630300001	1.3020460933	166.994159029	19.9813056606	26.2154083126	18.8680918584	41.6992096772	11.6720359204	8.4766069647	54.8862210491	15.7576274761	0.1391296697	21.0215220833	6.3509352597	17.280626114	21.7733094323	52.3889574141	16.9763914336	90.5700170438	22.3472854831	20.2682045924	90.3635358241
K07000	2.0885509964	0.6477944462	2.5416793141	10.711054663399999	28.1646016594	14.7361767291	0	6.1385194799	0.9868751867	2.2636452724	3.5538875474000005	2.2232058903	167.5548284916	0	1.3421432008	3.6670883069	1.2432163319	1.4345751545	0.29150878430000005	0.779793119	1.5385046901	25.8421085326	2.0774480323	2.9277356031	5.0903224685	2.66401945	3.4895137107	14.2059277717	17.2748697311	0	0	0	1.7586536373000001	1.1539980528	3.2843320706	0.0837604491	20.1880138056	10.3127413354	2.9915673998	0.7413915001
K07001	13.9459281932	17.5932272633	12.435811248	14.8349667379	53.8337686159	42.9068708005	4.0677523775	15.8473963004	43.5257677466	37.0866141269	38.3124890602	17.8340893417	117.6672445422	0	6.5103283686	26.650294846399998	27.4792757974	8.0126008425	22.139913761499997	44.4141456895	0.5620377348	7.3163750729	22.7268486583	26.7004293859	68.5343654974	30.5185299551	63.843134511399995	41.8711257901	14.694701264699999	44.972870748	8.5536977555	17.887104794	36.8189779946	19.0944115234	7.2935216033	33.3733316966	13.1523265441	30.8580825652	40.8455102589	10.6548233568
K07002	0	0	0	0	0.2072474564	0.4374751604	0	0	0.4985358862	0	0	0.4626277427	0.3413114387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5933361492999998	0	0	0	0	0	0	0	0	0.11767915679999999	0.4025487298	0.6540977024
K07003	2.4867961565	7.1616006126	8.3125515719	5.3165611058	12.5555005705	15.7681620609	0.3921882286	2.565104256	34.0807457076	21.951691138	12.464826173	4.5065318621	7.353768345800001	0.5327553492	3.7427258957	20.3367313498	4.4297226879	1.6277713291	8.7029247479	13.6033905692	1.0222002137000001	0.313283721	8.0730025322	14.4121313162	3.1983156012	4.2063686107	15.4335128374	20.607042376	1.3136859355	5.5815066666	3.2829171569	5.0360661214	12.9741706472	2.1132588414	1.1161316211	2.5813440047	1.8260747913	2.5252385543	15.964772508	5.9999832481
K07004	0	0.7804633196	0.0609819334	0.0543090526	0	0	0.1256423496	0	0	0	0.4459146448	0	0.1229699983	0	0	0	1.5689774416	0	0	0.3236653202	0	0	0	0.0495262486	0	0.8949174628	0	0	0	0	0	0.4705689552	0	0	0	0	0	0.3314216648	0	0
K07005	4.6231635945	12.1462598086	8.152972033100001	4.1915053111	15.5423824228	15.718223460599999	5.8628577114	8.0385605798	7.6796694573	7.6351289055	16.5811534027	12.5859337915	33.3854415455	6.2055651676000005	9.4561310971	9.0219456688	26.876471673	5.329362678	2.1643959312	13.6221604152	1.1317826671	2.4072377961	31.4751885849	8.4682555054	27.3555165545	9.5429106172	17.5072170679	17.9155014665	4.0853361069	10.8161862604	2.8433404132	6.7824409553	28.3982186646	25.50546791	2.1901817686	9.794665632000001	3.4757335536	15.2548518284	14.1226875048	6.8393472871
K07006	0	10.176310790999999	0.1420033113	30.8766002187	1.3983168303	5.5171302099	0	35.3669451801	0	0	18.9291904266	31.7011275075	64.3095313668	0	10.6888538224	8.3293984001	3.7303766807	8.7579796323	26.5527741541	6.3068490038	0	7.6851343424	18.01793941	3.7291941726999998	0.0877076865	9.7626755758	5.6252321342	18.1074690718	21.3573981199	0.142079964	58.0352587826	0	17.734811498	6.627888057	19.09828134	8.1225823026	37.8991425162	12.7417587002	3.2005992625	0.2819128598
K07007	0.1312782493	0.8303157069	0.091988759	0.115207315	0.1743657542	0.0978129281	0.0718393139	0	0.1788059975	0.1552118505	0	0.129813404	0	0.1811847516	0.2239953497	0.1158043072	0	0.1356256022	0.1934997252	0	0	0.1136806205	0.3463054244	0	0.633507508	0.1257129233	0	0	0	0	0.2016493757	0.1738506867	0.2108672089	0.1937147306	0.2526201455	0	0.871559029	0.0997620677	0.5287251248	0
K07009	17.6723189335	7.918000196	43.7348903529	46.9666822195	39.8837312927	24.1501284386	28.5250700165	116.7014549937	46.7284327518	6.2405648709	28.196193307	54.6643441666	86.1218425167	219.28532625929998	34.4556955694	49.6409232352	20.3887445885	21.387842157799998	45.853157476	4.1079524707	165.9917275295	17.6477146187	21.311912038	17.978625754	67.9829077991	13.0432030162	12.3854827539	49.1288498859	31.006071251799998	8.8087301379	77.54976347280001	13.7186830181	34.5345396451	29.1697360081	63.9727322626	10.210514139799999	64.5292817756	26.4706196948	20.0056628766	87.7176381046
K07010	1.51272776	4.3295598856	4.4871575874000005	4.2998188831	10.4878661554	12.5359265115	0.24269959549999998	1.6299416350999998	43.2008412456	22.6965608294	1.8383885806	3.1977195964	1.5695105894	1.2666117059	9.3338484809	22.5883089575	6.2460854757	0.7223791325	10.0138756138	1.8206252273999999	5.2780728435999995	3.4534981053	25.882009119400003	11.7431518319	4.0134741883	1.6112015545	13.586971757799999	9.116953495	2.0363787506	9.2042035184	3.6037365394	2.9454270264	6.308456635700001	1.278424195	2.058404166	9.0284148205	8.6486392121	1.1979584984	9.3502383295	11.2646523043
K07012	0.3018321757	0.697409146	12.905605708	1.5167651256999999	14.3285533859	4.2861750043999995	2.0525422698	15.5492634467	2.6066146215	2.6834501127	0.7710923083000001	7.3380493375	12.307316365	70.1763823333	1.2425872649	7.1179449606	0.8921571916000001	6.1612036257	0.4513161687	4.2282933602	9.8056682283	7.4512237699	2.1947035773	0.6215108004000001	8.5059824016	0.94683983	3.1363124878	6.1900054232	1.7172891040999998	1.1575888905999998	2.6026863945	2.6586106509	5.9936850084	7.1632990482	35.4313383044	1.9167879389000002	6.6159475702999995	3.3370554997	0.9596073475	0.2065799324
K07014	1.5700632317	1.4291054614	1.2046056397	4.7566097407	13.2631617464	4.3545270007	0	2.6767311802	0.6099370722	1.0019167205	1.9491819484	1.3623164756000001	76.632458655	0	0.4735474489	1.3448292537	0.3811742139	0.8189590309999999	0.2416753245	9.8333594229	0.8545072861	8.4810463781	0.8228406226	1.1120608374	3.4112553311000005	2.131596687	1.8262024171	6.4079474085	7.4495902387	0.3150991759	0	0.138939508	0.6002670559000001	0.4184351965	1.6748229426	0.4427356669	7.7280738039	4.478092692100001	2.3958726642	0.0852112391
K07015	24.8831640262	18.7254617735	26.0916081003	14.058914834300001	11.7359362509	15.0144014852	74.4170284031	7.5317834959	10.1738439147	41.9655090046	21.796275347999998	4.2652529116	4.5166880393	13.845214653600001	37.6603936943	35.8378481651	16.077355973099998	69.1244923741	42.9962858368	10.3937553395	75.7978016903	124.6037151567	15.127768919000001	17.857685487599998	16.1065086398	30.4176282645	34.1496893949	11.7879826532	20.8798831242	28.0618046277	17.9037405748	21.9870628768	5.8654180543	35.6542352054	8.5367312372	38.7530796666	23.3597841526	35.487728056	5.5622520217	8.3068598355
K07017	0.6428448943	1.8226518085	0.18687810249999998	0.5738083971	0.7012529724	2.2564462622	0.2645264152	0	0	0	1.3266268186	0.1962570699	0	0	0	0	5.4011361850999995	0	0	1.2161471643	0	5.5591797235	0	0.3976262323	0.9755058151	3.6561472547000005	0	0.0715400963	0	0.3167949418	0	1.1523183402	5.2793355039	0.1937116077	0	0	0.0549403705	1.0194481815	8.201789081800001	0.2429002906
K07018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4393906576	0	0	0	0	0	0	0	0	0	0.1009887605	0	0	0	0	0	0	0	0	0	0	0	0.1814535571	0	0	0.1659650887
K07019	1.4982552055	0.2933078692	1.3955624103	7.8622767464	17.4866988479	8.9482532166	0.1772159309	4.1001667296	0.3774194256	1.1140776561	1.8833141405	1.2130026737	88.668854539	0.202986937	1.1544105041	1.5404616185	1.3166515141	0.7959722599	0.1857264038	0.4371508873	1.0496611772	20.6797711893	1.3107731839	2.0089013752000002	2.3763364031	1.6528837736	2.0121929572	8.0430495095	11.4101382908	0	0	0	2.2527075004	1.8765051966000001	2.0676826128	0.1244906446	11.9217356275	6.266808585200001	1.9101240725	0.3068421716
K07023	30.6487779964	26.8694579037	33.7521521369	18.8987352046	10.2994211623	12.3841802904	91.5879749946	16.7572575118	14.9519569049	50.685540290199995	24.1160820962	12.1707275661	5.547369293	23.8675616395	63.6608289984	40.2397286124	21.3502107172	78.93545099869999	51.2674430872	13.8835445398	107.3550063415	149.9074753001	18.7733940814	26.9125334794	19.5072045918	38.5547440458	36.2775243046	14.140402423	40.0683175503	36.3924039141	25.2910501503	26.2667574753	5.9984529075	46.15470584	12.6543882404	46.8181691577	42.825337492799996	48.7488648054	7.0247030472	22.370072452
K07025	18.6611799243	12.5260633789	49.8191498774	46.2376204603	40.7194728844	22.2832831857	29.0962543798	79.7612579301	52.951792506000004	12.0055187364	39.8560441403	68.8202456212	103.7817055152	218.75926731790003	27.9127318343	44.8214607229	24.6042755403	13.9426687755	53.3656052104	15.4084902646	157.3658334127	14.8765714922	56.184395335	22.7034424339	115.0694389364	24.7499734818	21.44609581	50.1410399434	21.9327654499	27.4218849236	42.6672558653	14.4817236042	41.4038060328	32.3302250099	69.5315038053	15.746279173200001	71.4379325272	10.3919745684	39.900823744200004	74.70626814449999
K07026	0.8233062505	0.0623245053	1.0685376601	4.5735150659	12.109268986	4.4761609407	0	2.412202242	0.6132414943	0.8071978474	1.421447583	0.9575010719	77.1968179265	0	0.7218936222	1.6517267792	0	0.8643557538	0.1208439094	0.3326042346	0.6883886783	7.1126930376	0.8241187223	0.7521010075	2.4068987911	1.3007699115	1.3374395967	5.2955759768	7.0684161653	0	0	0	0.1333081635	0.4338326829	1.6326849181	0.0725002988	8.1699708146	3.1019335826	1.6222653457	0.2451640564
K07027	40.7749301213	40.905648617	43.9727264344	60.3751646618	78.3156459637	48.1441649356	58.3468055323	60.054316322999995	39.3480442656	88.4465992892	66.2267601516	20.1469926728	110.3362041873	53.1392681098	59.8681817098	44.102973731300004	49.7013955445	68.3670528992	61.0456533097	51.0984274667	70.5235667857	108.9835482371	34.5155317734	32.659200744799996	52.9335100916	42.6762970634	86.0641359852	63.8589906658	39.4823339809	89.5497643586	35.3508022966	48.3936281095	39.3629893953	81.9123828752	28.652400431100002	66.3137609052	46.684024975	81.2598548265	30.539669619799998	30.7780720888
K07029	2.6274825514	1.8289554273	3.5395202468	1.4639914123	4.5828458459	1.5531864731	7.3762025626	9.3009944422	3.7576251019	5.7500144477	1.1815359434	3.1245363373000004	0	16.1671478304	15.8978930793	2.7895144908	2.7197458285	2.2657835325	4.7805051222	0.7762375750999999	13.132834414	5.1123554576	3.5827337544	1.0406415853	3.1359644415	0.9430032749	0.8949110338	5.45946756	10.152483001	4.8646393265	5.5852429509	3.2896874046	2.0482354802	0.3762892061	8.7598546042	4.0245679513	10.8164150361	0.3830835483	1.3020000515999999	13.9294153766
K07030	27.1413601564	28.287303195499998	78.2806954925	31.3733303002	36.0971500158	18.1083629343	63.7559722513	14.9288137816	28.412937591600002	56.3006643826	32.890090035600004	8.1545013875	2.8202453798	25.363288992	43.1037616707	46.8588556757	29.997047316899998	79.0550244656	57.0932939415	14.8238726096	69.4352927022	126.7445521153	21.7706363118	38.2559499411	55.0724658728	30.117243108	55.0306590764	27.865796719000002	8.0165780096	43.8203459183	32.0127404087	31.7503087708	28.6136823811	43.6361696884	45.4597104001	64.5807227796	23.209010762600002	46.330822183100004	12.512605926200001	13.8470755504
K07031	0.7225074583	1.7441650023	0.5825817583999999	1.3236148587	0.8920148929	0.174112181	0.7564021739	2.1916842524	0.5015909417	0.43927927619999996	0	2.089190867	0	0	2.5814933374	0.2535483106	1.1053885193	0	0.8084983323	6.496362566499999	0.1532305184	1.9576696902	2.8279933939000004	0.6888564261	3.5112751149	0.4084688345	0.5152107215	0.9194717282	1.7990568086	5.4167677944	1.1441196617	0	0	0.980495563	0.4213708345	0	1.7862172086	1.0308215898	0.8783465182	0.2680735322
K07032	0	0.0704291074	0.0860965528	0	0	1.2007875657	0	0	0	0	0	0	0	0	3.7819720217	0	0	0	0	0	0	0.0871125219	0	0	1.4370027356	0	0	0	0	0	0	0	0	0	0	0	0.3065803252	0	0	0.255511967
K07034	2.9239731982	0.1326011006	1.8696598216	6.2458043898	20.4958768169	9.2281005724	1.1357156242	5.2281447953999995	1.558907825	7.6382472499	2.1106815204	1.4284806064	91.07807587239999	1.1238088426	1.184460358	3.5588544851	3.0783823454	1.0182663255	2.5014624669	2.9575545451000003	1.2623299844	20.1609919082	2.5846015672	2.7548644619	7.5560486207999995	5.6225388795	2.7743872591	7.9446482384	13.705581029	2.117887295	0.43517192099999996	0.080217547	3.7260388237	4.2961198604	1.6150619191	10.0288459372	12.5293628692	5.8241780435	3.1210184230999998	2.2541209407
K07035	13.5671659354	3.7673707167000003	9.575165443	21.469995840800003	15.126690246	3.508691234	12.3227127981	44.0918085311	7.4154126253	21.9954967747	4.6842603353	11.1009212306	1.9099824421	52.400551105299996	20.819109492800003	6.1469219128	8.5609647053	9.1071855934	9.7805402938	9.5950695451	13.6787366769	3.2489019261000003	6.3197393897000005	5.2805993355	8.3596671479	2.9201826107	6.2809841948	13.530199012099999	14.2391753315	32.5762885392	10.3051333817	20.4061492338	3.5828377488	7.3099548425	21.2069749369	11.8975246189	25.195895076899998	6.9212043404	2.4025902892	26.6487705983
K07037	1.0825940266	4.6490252145	1.4137452849	1.0804608784	2.6937131955	1.3454408402	0.4724648644	2.8404773183	3.1463041104	0.2603866134	5.1755323354	5.0582569468	1.7675408708	0.5939851566000001	0.9226952852	0.6765709118	4.9856530457	0.7221057040000001	0.856679168	13.869026507100001	0.3455932925	0.2169871746	2.1163880622	2.8499906318	4.6075841417	3.6328654439	5.562990244200001	3.4247214881	0.8225450558	2.0340515674	0.223824554	5.3012572531	3.9685264835	2.8952140741	1.3535137168	2.8582658026	0.3548416014	4.7042325191	8.004849652999999	10.819499265100001
K07038	4.5826882755	3.1601157694	3.9017891225	6.9625028396	16.9961247777	8.5779918705	12.627471824099999	12.8665957571	9.4154815344	4.9950345436	3.6538250664	5.9772222832	103.90513132070001	15.8075531653	24.060594337799998	9.8663267722	1.5714997751	8.535799415	10.8183525849	3.2255284635	24.5506574678	20.9321049638	5.483258816899999	4.8743299392	2.9385804252999996	2.2833236686	3.6154539439	11.606708575099999	30.2303276879	11.6593927281	8.8587893286	6.331682723	3.9575659938	8.612598185400001	10.0343091081	6.9414026589	47.530238174000004	6.4594123422	1.6300497105	9.314712847500001
K07039	1.0349213179	0.1340117506	1.1028466062	4.6844351174	10.7687168033	4.7511272983	0	2.9423183599	0.4593858727	0.9084505343	1.426335432	1.0339070249	75.875159583	0	0.6814686692	1.3290247137	0	0.7186431698	0	0.3099088028	0.8425702619	6.7701762689	0.8783160851	0.7614551108000001	2.7143578026	0.7013244859	1.4050322196	4.9260268657	6.5648791109	0	0	0	0.1965549491	0.5342618595	1.3603733902	0	8.2026752522	3.4166368926999997	1.3205467034	0.1265179308
K07040	17.9053599035	13.4383077149	31.8220122572	53.0705125543	74.8076687582	35.4642379381	30.646738479099998	95.3999175038	38.763635912	40.6414644425	38.9513702661	56.996797206	156.9235033631	178.29778862380002	23.584002552999998	16.2357394703	24.2732663401	14.219379725	63.6964172554	16.808268615299998	127.31882833830001	20.5598794866	13.4830047995	11.8302977569	56.0959717224	23.0652078338	34.2685331056	44.4864537061	48.821158305800004	40.9085146409	91.9601765962	28.3059158275	30.312877387999997	45.110133689899996	67.4794397472	32.7933782373	64.7491117464	37.878924602699996	18.549183879	56.0569905862
K07042	48.937824198099996	28.1560371655	40.2035301376	66.3503216423	47.2739991655	33.9905565653	78.8206928123	114.4854616206	25.7129793846	60.5915695371	45.7327782213	31.1481976808	155.2334343573	83.7202450081	72.6106782728	62.438664449899996	29.1418276452	70.2159790108	63.1424241559	18.3723168024	96.9818946318	151.0263680572	51.8656368364	29.274284666299998	56.39843981	40.1232222711	43.350491085899996	49.058189924800004	41.14487488	59.6609972708	67.1625759315	36.0719085829	35.2496387284	47.188471738000004	34.7877285958	58.3342897344	78.7460529353	56.7595088512	10.5073551686	89.7649232212
K07043	44.1666198817	32.6549736171	74.4820177474	47.0979471472	107.7528710573	68.9466836547	75.80750010839999	53.7936030775	84.9388614889	89.8234512123	54.5139651133	35.5898933932	116.73816409550001	97.5414147959	47.9752851568	73.0809957219	46.257169710999996	69.3049093718	63.0026045509	30.7467007697	174.7881942528	162.9596249981	26.355115586300002	43.4439545034	62.998782480900005	45.2526020778	72.3806128489	49.8466543754	35.0742929215	68.3287141114	40.5311175812	45.9602257711	32.5703614999	68.5310695321	67.9826551775	64.3522754726	48.9597592819	50.455679245199995	34.7241542042	56.5397170516
