# Gene Family HUMAnN v4.0.0.alpha.1 Adjusted CPMs	SRR28210342	SRR28210343	SRR28210344	SRR28210345	SRR28210346	SRR28210347	SRR28210348	SRR28210349	SRR28210350	SRR28210351	SRR28210352	SRR28210353	SRR28210354	SRR28210355	SRR28210356	SRR28210357	SRR28210358	SRR28210359	SRR28210360	SRR28210361	SRR28210362	SRR28210363	SRR28210364	SRR28210365	SRR28210366	SRR28210367	SRR28210368	SRR28210369	SRR28210370	SRR28210371	SRR28210372	SRR28210373	SRR28210374	SRR28210375	SRR28210376	SRR28210377	SRR28210378	SRR28210379	SRR28210380	SRR28210381
K06899	1.1389342712	0.2500356608	0.9087220047	5.1979838576	12.7710298913	9.4350828278	0	2.8776859831	0.4300911844	0.6001051046	1.4103238502	0.802963297	74.5596221082	0	0.8339727365	1.4204474002	1.0491324616	0.5070976532	0.2189445917	0.2726098477	1.2335145923	13.1470761507	1.1546296651	1.9049348069	2.2610152438	1.0401774649	2.0770016554	5.9861415511	8.4339208284	0	0	0	1.3160772513	0.796224615	1.9148370423	0.1266645208	7.7924119199	5.7277305046	1.5220934508	0.3959613565
K06901	16.565681709499998	17.064132118699998	18.2700152949	70.8197830987	73.3794188153	47.7155454057	15.2720171221	113.3455119941	25.386333228	26.0598035573	39.6818292508	60.612551994	331.6926620086	53.5567311273	65.4270781649	64.8757042021	16.5873704216	26.9281481406	41.9962021819	18.0017250352	58.529362094099994	81.4737386105	36.728922557000004	24.3514811037	55.044899879499994	24.8096407275	15.1760458465	67.5727117691	79.1217439775	16.2751185751	80.30041037149999	7.6170319631	29.9544016722	21.0779129129	50.1054702072	34.5159217251	128.0520652243	41.0046400135	18.3269626557	109.22258692150001
K06902	27.4145535739	30.2034261352	41.9491914978	63.1578227502	32.5709086973	14.2896593301	57.122514943800006	100.9371095509	24.736094842700002	54.9680128842	57.4023767001	34.4421084341	73.5605634647	18.9180213805	53.557097548899996	70.9915861915	22.119902402	70.22794183149999	78.4282712076	14.7131463414	90.99135326689999	127.4727345041	28.8413612301	23.6972843803	17.714746130199998	34.6429224553	55.572880892	47.3122865495	30.788957356	44.4833884294	88.2167211277	27.4076389986	23.4639549678	62.4054177211	2.4802051998	46.9010295939	64.57252362269999	70.8921133465	5.2395763529	71.6484746655
K06903	0	1.1273341026	0	1.0663014825	0	1.5477652288	0.2054287908	0	0	0	0.1785509488	0	0.2794980222	0	0	0	2.4710646558000002	0	0	0.4177910066	0	0.2415000608	0	0.7280553813	0	1.3607902585	0	0.635669253	0	0	0	0.545569961	0	0.3514165157	0	0.502545813	0	1.4365047809	0	0
K06904	1.0071566408000001	0.2578811727	0.4500707576	0.7458924506	3.6722507554000003	2.0768718034	0	0.1088837511	0	0	1.1763096004	0.9825434076	0	0	0	0	6.0785077581	0.1271630081	0	0	0	0	2.9525418482	0.2433658104	30.4912758311	2.8082671145	0	1.4808622423	0.061250485	1.7449158853	0	0	15.6004020586	0.6019340256	0.4952576587	0.8699586101	0.1654953448	0.8915626876	0.2397312535	0.3408449566
K06905	1.2326627963999999	0	0.3065899223	1.8277405267	1.6219761428	2.2052630593	0	0	0.9401166623999999	0	0.0968245035	0.27753462360000003	72.58679625340001	0	0	1.4035526497	0.10869941359999999	0.0807458386	1.654998246	0.218864989	0.7127280503	7.2485224495	0.2887012541	0.1896360324	1.5537346435000001	0.6716490710999999	0	0.4577044036	5.7961370252	1.6685854151	0.2767114237	0	0.1334281889	0.2766265995	0.2621456855	0.3601105266	0.4507187962	2.3367831845	0.8308283004	0
K06906	0.3969245707	0	0.9830342194999999	0.6571732327	1.0986575102	2.1887524969	0	0	0.1164227922	0.2695374039	0.3907457706	0	60.2786506696	0	0.5181166205	0.525420409	0.0922852875	0.3791620122	0	0.0724990276	0	6.571639224	0.1418364567	0	1.4575550853	0.1537027381	0	0.1168169909	6.4706174462	0	0	0	0.1507698942	0	0.2019660312	0	0.7423530273	1.9127153537	0.6115873877	0
K06907	0.7127238683	6.6599109356	0.1576941649	1.4484356258	13.4803218015	1.0841795403	0.2402679576	1.8683762887	2.0519267029	0.2926546629	1.502164892	0.4965411874	4.3369347927	0	0.6000572053	1.4361330511	9.4496214389	0	11.1166909614	2.7861049458	0.2925748384	0.0890200954	0.32615393709999996	0.5304056580000001	2.2084279489000003	2.5215844337	1.1627635701	2.0030816154	1.916333542	1.8553948372	5.120293487300001	1.8423954267	2.8933305906	1.4001033521000001	14.223033244	3.2459204028000004	0.3393002325	1.1354873158	1.338538802	0.2148496103
K06908	1.634306863	0	0.3884003375	1.5015105908	1.8166774572	3.5212071403	0	0	1.6408209200000001	0.0624269191	0.2870437596	0.1740199496	80.4917513541	0	0	1.9773425981000001	15.6559978587	0.2094551454	3.0837516345	0.4621225443	0.7850969057	8.2596262746	0.5860898816	0.6753109084	2.2677065018	1.6742040333	0.0694489849	0.7563367133	5.4105392277	2.5591887973	6.6616336082	0.5768638819	0	0.6769109214	0.1236376976	0.2330728774	0.8168496615	3.7005893983	0.9827892693	0
K06909	0	0.2191310281	0	0	0.1642916138	0.1843344771	0	0	0.887776829	0	0	0	0	0	0	0	7.6181126655	0	0	0	0	0	0	0	11.2454679489	0	0	0	0	0	0	0	0	0	0	0	0	0.054720122	0	0.4786080749
K06910	9.7974471327	6.171946710499999	32.7492757125	41.815612615000006	62.1331286296	28.0312647977	21.4253690164	71.9994464291	30.5926249984	0.9933206987	22.6073055881	50.0857812498	175.1434350632	170.0991744684	1.616737351	11.121894407300001	16.1768943473	11.3450028126	41.106804600500006	0.7928843694	130.5870709375	32.70887343	3.7455368428	12.7409505938	36.0372531758	10.529938606999998	9.3306453604	37.2308335622	36.2571636048	0	64.2275209405	3.1177625096	23.862182909	23.7514638423	54.6256513782	0	49.2805170083	26.8431744437	14.802309938899999	3.6473843499000003
K06911	9.463713825000001	16.1387677663	7.3050249038	15.2126115888	39.6945035743	35.0564830573	4.1849862732	16.1907497736	10.1245300032	10.7370997058	34.084589266	15.826186684	202.4874100381	2.506335023	5.1677324878	6.1117095737	19.025452372	6.4899729646	5.5697944093	28.2014151122	4.0696119729	33.5668885733	12.9143992524	12.0282182663	56.059989794399996	23.2002042182	29.8894558012	32.8452460729	25.0908020551	13.1153711019	0.8894243762999999	7.3593355641	23.2246690263	17.1958829394	7.2048946429	20.273832829699998	29.817977696899998	30.9117542437	36.6256124294	2.7828526969
K06915	3.8076273331	1.3581837664	1.1530165466	6.4182637303	17.8392415594	9.533605826999999	0.3265948739	3.6836858019	1.6036473581	9.6065337331	2.1654866078	1.7770117921000002	93.0145432481	0	0.7719452948	3.6633578682000003	2.3162156572	0.6737381387	2.9807950762999997	2.9662349636000003	1.2694895707	10.9361280646	0.8296096622	3.3295451334	4.9937461612	5.9403380253	2.230651129	7.8146258858	13.919058134699998	3.7624199579	0.5937734585	0.476889479	1.9899553369	5.3780715468	1.8599072699	11.9537038189	11.7779196398	4.8227215332	4.7613477979	1.7789362877
K06916	1.4526231509	0.2901580263	1.2549379453	5.1227421121	15.1836105523	4.5212536839	0	3.824759562	0.4582388418	0.8307873638	2.313502334	1.0307171396	80.6106320422	0	1.3913343402	1.5972479329	0	0.7328434029	0.150941737	0.2391949532	1.1424464681	10.6634980876	1.1473685583	0.9882231901	2.6145787557	1.2830410639	2.525346694	7.4710147753	10.2552627723	0	0	0	0.1167735161	0.60458204	1.8307598398	0.4075087019	11.1909625188	4.2197430439	1.4736886957	0.1336256798
K06917	0.2902403268	0	0	0.6645682804	2.9137152355	1.238670227	0	0	0.2092164343	0	0.3619148459	0	9.7519527158	0	0.2110439793	0.4633445976	0	0.2166879165	0	0.1172552984	0.2862408715	2.1271662331	0.2652686585	0.1641364098	0.6527083646	0.1368864237	0	2.7728292977	1.9932445095	0	0	0	0	0	0.443677668	0	1.0961455713	0.9364094882	0.1021265276	0
K06918	0.6933091898	0.2052450582	1.1086490703	4.2098192428	10.8692999375	5.6455981298	0	2.3772807029	0.3803082405	0.5411249321	1.4232969444	0.644277863	69.9833726373	0	0.87445143	1.4132042193	0	0.2564386121	0.1720904992	0.3256361448	0.7069582565	7.0401424847	1.0524174236	0.9180397978	1.9864491879	1.1197287543	1.4794746723	4.8225700171	5.4842232701	0	0	0	0.1728904571	0.2000859448	1.271518195	0.1451892493	6.6074675614	3.8560643451	1.1654253057	0.1937679343
K06919	121.7911784979	72.5257278744	164.5412513532	114.4827769507	200.11366095230002	97.95159802159999	74.0779544823	63.7939098311	41.3473636906	184.7079833516	75.59399462	86.5396404233	6.3201917575	62.622673279699995	111.4803814949	58.2025841583	80.7126497361	106.9373528301	164.7890604569	113.39222185	95.6439942737	26.771749103599998	14.987310343399999	141.01837953999998	4.602208615	47.5322733115	79.0462608695	112.819702373	21.6961165938	89.1299324359	112.0846428075	132.8941333314	95.4010081466	91.1241739019	123.19610325400001	184.9407797039	100.3725702269	74.8593563176	38.1511557203	50.3269905534
K06920	24.6831430625	32.7992350385	18.3956907795	41.8138737528	47.4211735549	45.6539088535	31.702791616299997	63.297633668399996	41.155233602	40.6649110148	49.0253727658	23.1529659969	115.9895231226	96.4011474092	66.81203068900001	20.4996259418	42.0582563608	24.975239104	44.0026997104	45.637978905	40.3756604036	36.6434958378	29.9946184188	23.2942869398	67.7683541455	21.5815536423	45.511100202499996	59.3316138667	57.7495226489	68.73064000870001	39.5959404334	34.1465160667	29.5737917111	42.7668828056	44.2011548144	38.3589691624	94.79063792720001	42.7307269128	28.7768068853	96.0939280579
K06921	62.9256979703	65.2805624359	87.1184712034	43.8343789029	62.480380675599996	46.5800316977	132.46471121	118.0446742483	9.519450580300001	78.5525352936	53.2152496694	37.0594522624	33.8869627775	4.7447423501	68.0010862294	34.5420356677	59.0848202341	142.3174206261	58.7040038398	83.53343787589999	160.5670689663	247.6477890617	40.788401990400004	45.8538960085	47.4834060254	68.1850920783	95.8807865695	54.0254975367	13.8328458948	49.9009655208	27.430205069000003	23.1097620828	35.1107916035	86.84555908120001	5.3104473513	86.4728130249	2.2365444012	115.1794830071	18.1108597358	88.40661605109999
K06923	2.6093146775999996	0.4270499566	0.14681251439999998	0.3655125542	2.8660143841999997	2.0500216086	0.6519368312	0.1809203844	4.8010150544	6.3576334514	0	1.0643417032	5.4094759095	0	0	1.0468886537	1.6996723857	0	6.0886355426	2.9138517187	0	0.0907590926	0.3979450538	1.0580605628	2.5942653469000003	4.495326465	0.3152627088	0.4555831254	3.5454556427	2.1767301065	0.5376391809	0.1177948756	17.908525107	4.0499174489	0.3660107148	10.2056064461	2.3232691791	0.7528005590000001	2.2301032732	47.757643419100006
K06925	21.1341974983	20.5541140559	11.0521853736	44.8535127997	38.424442526200004	24.4346599591	12.505751752	87.7402847123	15.257005408600001	9.9634217047	47.3436101803	73.28281738689999	168.4582506738	35.4489722862	41.956988852100004	14.9490111202	23.9051418376	25.8504409443	51.7183570547	26.8861295799	21.3161532845	35.8041422029	10.652167889	18.2719221586	67.60503589070001	32.3334827574	25.875625340299997	47.0165544598	72.0791827215	24.768801995900002	66.88252854710001	16.9213107811	31.0575978275	18.8486612874	46.7034881017	17.6411859231	69.956861228	40.5050565125	30.4321074096	25.408850083
K06926	17.1818552838	17.4648220726	27.471240626	4.7986909094	3.6740151287	2.0908993335	69.1078417907	0	0	26.4229296964	20.0503685629	0.1205006066	0	0	26.2910702205	26.7546774011	10.8556065314	59.5140413419	29.8966220411	4.8129957244	58.22200973	118.5172032676	0	13.8934762526	9.4155028886	24.4452440112	0	6.8019108767	0	0	6.4253650355	8.7479253481	0.1917337899	27.2492235327	1.4340223331	25.7755769008	0	37.162952198	0.0729144869	0.8216910648
K06929	1.3705471113	0.2091594719	0.8899243166	4.4074257447	12.374332926	10.638378208999999	0.0797388069	4.3845929815	0.9323672694	0.6916431495	2.2946157351	1.3841714416	70.60000915159999	0.9372115097	10.101597247499999	2.4986306663	1.0268914775	0.5508512201	0.6244856715	0.9705166932	2.0902711526	16.9075283745	1.4880785232	1.8744911501	6.753974421300001	1.0750491513	1.7208270361	6.181965679199999	8.2770808167	0	0	1.168736742	1.1504027396	0.4963403079	3.1664238221	0	11.0325577884	4.9634244907	1.8404993051	3.636405252
K06934	25.8845997449	26.1691335837	32.6369111284	17.3807533238	2.8666939981999997	6.1549665842	88.2004979746	14.631747963	11.083107313000001	37.9482676754	26.13431286	7.239260958000001	0	25.3027268903	67.6426750084	42.16405522	17.2346268925	76.6645219096	48.847555964600005	6.9092711473	40.369048439000004	135.66562953029998	16.7767670394	23.3988982099	10.5032795679	31.1736144383	35.714177877299996	7.8983789447	26.6942866309	33.9296086357	20.1347376696	20.1452812094	4.0867372125	43.3320970006	13.8066444081	37.7938481194	45.245896272500005	45.4365316371	2.7982478030999998	15.718214401300001
K06937	0	0	0	0.4131134742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1086338316	0	0	0	0	0	0	0	0	0	0	0.1622577414	0	0	0	0	0	0
K06938	1.3925647461	0	1.4918150063	4.8674149325	16.5760007742	7.8611297264	0	3.8575957533	0.2899908378	0.8811799741	1.4470475243	1.6583133212	84.2536038099	0	0.5162187574	1.9526794784	1.1107193532	0.4223628482	0	0.1354377439	1.5525114063	18.8967162949	0.656578103	1.7062971835999998	1.4804286424	0.9961119759	1.5404700661	6.7106182676	5.6962951054	0	0	0	1.954209782	0.1445386611	1.6205369649	0.1328508222	10.138579033900001	6.4745329367	1.2032225768	0.2875154736
K06940	13.9799033046	2.4868272778	6.394309711	10.931684455400001	32.2342572537	31.685649339	11.533293497099999	5.9587038487	26.8561156037	20.9015401616	4.7825834296	5.8982759852	96.82611364920001	14.8485223636	11.849852615700001	21.6801463519	7.4104601342	5.318683287	12.8576467407	3.8432911361	3.7012972873	31.6839380356	25.9509456507	16.260547053899998	29.7473095116	6.9487420098	17.528194767	16.2972705258	19.920037522	10.3822190849	5.1210725758	10.0474859784	23.6165292654	3.5006255475	9.4840340074	1.9361111224	18.0356682069	8.812415894899999	4.6557981575000005	10.5235731184
K06941	56.853919873	50.984017268	125.5678782539	72.71543566209999	108.5310227371	81.5154888711	42.8678014737	145.0832003196	89.7302496085	54.3737299424	77.0835516249	80.9114803139	183.6585303363	128.2774188064	48.857337762200004	45.5277272768	84.253972513	50.9761774533	93.8146164395	61.8834293562	102.61168112850001	43.0644394996	63.343760832099996	66.2940054407	102.2675734271	57.4197282699	84.4085765623	103.3055802228	76.9541122989	66.4912687062	81.8788711132	57.8132481853	78.3619559383	86.7842813341	110.9120978511	83.13962844310001	92.2832567273	60.8463185575	71.8620604425	54.0510566033
K06942	24.4798257139	14.1525867034	7.7984593296	10.9747080108	32.948667477200004	24.683811825499998	45.665706967700004	36.9522744187	13.7715550857	24.699250353100002	24.7185791599	19.65799237	96.9273996097	19.2985968855	24.9092806126	7.8505663758	20.7137822132	10.4631065879	11.496527624	44.8749499792	17.9473175415	19.4550833608	34.1063349572	12.6911664176	40.0071274934	21.80846542	29.0325057427	23.6160031037	26.0494370543	25.0210845214	16.742097609800002	10.9043873575	22.3949925028	14.1987597107	14.4279555541	23.9956005944	23.030357916899998	23.8907650724	28.7025830947	16.6965705195
K06946	0.5120274952	0	0.1993607327	1.268953629	10.9127621626	5.2276577474	0	0	0	0	2.965131927	0.1965086815	45.7354366702	0	0.1806765651	2.0212498948	0	0.1791842386	0	0.5516009933	0	4.6904373549	1.3704575676	0.4343301922	3.2031092445	0	1.0515936154	0	9.7872706812	0	0	0	0	0.2391457847	1.2692317487	0	3.7605448563	4.8269275369999995	1.6845116076	0.0457410981
K06948	0.246303148	0.2433947391	0.3638798253	0.9160627273	0.1541014983	0.5025721347	0.29453889850000003	0.3015817986	0.40791800479999996	0.1498528514	0.5636729771	0.6862840581999999	0.1629732798	13.6952882188	6.0963633631	0.5349278994	0.4168060253	2.2433345914	3.8137192230999997	1.4755870886	2.6601028648	4.6372986656	1.1308898579	1.0740667904	30.4277467951	0.6219167882	0.6591004749	0.3433924624	2.8047339905	9.7243367024	0.1518800799	0.6764461808	0	0.1107364626	9.3450383824	0.2492664912	1.7738231319	0.5461200538	0.2917152723	4.9489371259
K06949	40.9903543508	47.2871125527	82.9567860727	54.695364093900004	95.8987371241	71.6508720165	71.735832338	32.3175711333	77.9079706101	92.0564066286	82.775226911	25.1843969244	134.912599627	30.7119980189	79.2402767329	63.7616590832	67.391215843	91.1471040679	86.59009532590001	46.024793835800004	84.5518877095	159.953546213	33.1573774966	68.3333385058	93.3597026749	60.7772536998	107.224591867	74.5704027741	46.3328451663	95.8561045331	45.087967844800005	54.0657450653	55.0029276475	94.25480043750001	43.6705869401	96.2050991317	51.9602165234	94.8841797011	55.4504972345	71.7417426889
K06950	28.9402809545	53.6217574517	50.454654570399995	119.5455967672	76.619689425	82.2155733698	38.6367175782	225.2717103766	93.6102066291	28.4775110465	110.0025910034	144.1824219151	263.8594004118	220.5596413433	109.4049309065	111.6656565018	71.9557499072	53.4299190713	99.5077128798	41.8941298603	197.4045827203	38.381574575	71.0486938754	45.5335839713	80.2485574837	56.018723652599995	67.9146649705	133.4145744054	76.9667895026	45.5324783489	166.1616122875	29.8950551742	88.5777386895	84.2112936095	111.7041229112	63.8592159095	175.01584485749999	77.9704240519	59.725855025	171.35182640940002
K06952	13.2638601777	1.5892481134	6.7388015789	23.6602579454	6.6798157224	0.9712446037	0	41.1643036997	0	12.163917375099999	0.5769542577	1.580172903	1.0185829986	38.3845618586	4.4796612277	3.0838484158000004	4.5487965264	10.8966113805	2.2505101765	10.927173028	0	0.6286470655	2.77184261	2.2779946936	1.1284452861	0.0667497716	2.6276059235	5.0972318642	1.6505269226	23.0921442503	2.7163168139	11.0401121957	1.2113078674	4.9493315755	10.4081910219	6.1381873455	15.335066830499999	0.6003874173	0.3319989524	13.3180995919
K06954	0.069704836	0	0.1283014616	0.4244141019	0.80229444	3.5586471033	0	0	0	0	0	0.183950521	0	0	0	0	1.3363422041	0	0	0	0	10.164986826	0	1.1933329538	0	0	0	0.0499686001	0.4665732265	0	0	0	1.326259384	0	0	0	0	1.4984546379	0.1217429102	0.2354987227
K06956	3.8341413235	13.1819535806	6.6511759106	21.4980645803	17.6640214582	8.016903427999999	10.6853293305	14.0915341087	33.3418141124	14.6782663634	9.1172304835	28.921349634200002	74.0249604845	19.513261201699997	39.8889166992	21.6105758084	3.8693629963	23.3047401253	9.4192611248	13.1947509641	13.235745656399999	10.7076074476	10.799894374700001	18.9781073466	8.1266521113	13.2324755363	4.7372854386	20.9922316776	15.705297454899998	14.475802461099999	29.1270486243	4.7231969335	16.1559061584	0.7742837312999999	49.0425471705	19.439609287499998	40.0279586874	5.2195228083	8.5455997266	29.3643237799
K06957	0.7428586623	0.1558613365	1.1234158051	3.0573878426	9.315501724999999	3.2670730837	0	3.4627793338	0.2826905864	0.7730973742	1.5828547426	0.5678437798	72.5463836425	0	0.6420000814	0.9360935639	0.2154638368	0.7378249845	0.1439080299	0.2508536253	0.5360058797	5.9509003999	0.8448651497	0.5054002906	1.8821214525	1.2137947215	1.6938406516	2.5869389309	5.6123949976	0	0	0.6715696998	0	0.7011812091	1.3280032198999998	0.3394885714	6.8728057267	2.6677295452	0.9905023678	0.2691642106
K06958	43.180702361099996	37.9599247926	44.8509922473	62.269821847	51.4778508558	38.554750874	67.712426573	118.6744780084	47.7613947233	56.724434273300005	54.2770772744	50.5046817714	154.9660631451	44.6121824914	73.17361896439999	72.7010999662	31.7863505503	83.3466034512	81.1902333053	14.7174441264	106.8791275716	164.1737940376	23.6182731705	43.5291426043	48.3693137335	45.0433807401	45.8108510512	62.8947569173	69.6437697593	36.8694729937	73.6514024847	29.7942363619	42.3898027385	47.8781986886	27.386791876700002	35.6193618475	70.02249468939999	67.3654548224	18.5672570741	88.1742606443
K06959	6.5926212593	6.1870170005	3.9662943484	9.2775008383	26.5868665057	20.347399175899998	2.2363182254	8.693952082000001	5.3563849755	7.9643893431	16.1622513717	5.8252293612	116.9179465661	8.5440696942	7.419472773	4.4218409213	11.6213047261	5.3331159566	6.115617374	21.0843967359	6.0810292355	26.7813155356	8.6854407336	8.2025168212	40.7701883001	14.7546701299	15.4119663058	16.9726009753	21.3039949557	13.272918075	1.833185941	4.5530648507	14.777552351199999	8.0630891136	9.9336473026	16.0849377176	18.2789565153	17.323080460699998	22.0780339462	7.9148520918
K06960	54.4848564663	46.4185427643	78.2879946674	44.1274213158	67.9760809631	35.5183263944	85.9082018989	123.6303483455	100.03634864680001	44.000163375599996	27.2627139312	92.6121475462	35.4303616019	361.1380721772	89.9618312504	47.4586528022	47.1564430037	75.8413189385	63.1274018862	35.5612444862	250.991543562	67.1732539424	85.0544219739	49.1247876974	128.5530748916	47.3852314641	26.9760163885	43.8278945125	83.0759617339	52.6910589938	78.09439446980001	37.3572263642	46.516261674999996	60.2594068284	178.2210657268	43.9193571696	98.7479865654	36.2342584889	49.2462195235	73.9558312326
K06962	0.1800559703	0	0	0	0	0.3495875631	0	0.2244509038	0	0.0852754814	2.0682930582	4.2101141104	0	0.2529568542	0.4362722781	0	0	0.0655328545	0.3435758208	0	3.1645598987000003	1.6531327691	0.36674337	0	0.4320403054	0.066237625	0	0.5800556766	0	0	0.2597490317	0	0	0	0	0.0927577352	0	3.4434140835	0	1.6029071474999999
K06965	0	4.4089865944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K06966	1.1982584172	0.210815031	1.2950752781	5.5680564916	14.9283230107	10.3695282872	0	3.3319084482	0.6184960838	0.9137894304	1.7543071219	0.8506046824	74.6713205489	0.0706490779	1.0427891131	1.6074277614	1.1101880583	0.7895283964	0	0.5473199618	0.9875555697	16.4696277258	1.4319925895	2.491707468	2.0680549237	1.0116762255	1.896911069	6.0889594806	8.7782720655	0	0	0.0942179712	2.2197841049	0.5624645924	1.7164898115	0.1093615732	8.9921425096	5.2303787721	1.467027762	0.3277275259
K06967	2.8419003467	1.955222007	0.1110943978	1.3209690789000001	3.2100480768	6.7796051049	0.2864797864	1.0463404978	4.4109889008	8.6796274561	3.3678829446	1.5123139026999999	5.2781327382	1.3209904283	1.9951138945	0.8615458547	2.2252629356	1.5586858793	6.9995386385	3.2608034579	2.4774563763	1.7305265659	0	1.9623613434	2.0224829503	3.5623064005	0.5432716901	0.6889230409	5.022154994999999	2.8585677429	3.8341527713	1.3149910372	2.8471992577	5.016784356700001	0	11.913044337999999	1.2261096318	1.5073725826	2.1352707403	31.7482198732
K06968	0.9983460497	0.2692763421	1.1835796999	5.3782237364	13.8425118765	6.7922043368	0	3.7949570967	0.3880759741	0.7941727078	1.896229911	0.9123617356	76.0293587991	0	0.949880471	1.1696932954	0.4466509739	0.5933387475	0	0.5437427071	1.1253805108	9.5311482228	0.9037604476000001	1.1291672539	2.5472329058	1.7002961773	2.6976805043	7.1070503237	8.1804462097	0	0	0.7243758279	0.5603983934	0.7081535121	1.3822227053	0.44738221040000004	10.0510291549	4.8791571315	1.7996296154	0.2839822539
K06969	46.2655294793	33.1929247897	108.7483258811	44.2364227217	97.01634508949999	51.1472869511	27.1006609449	45.3623795273	50.0098009198	63.8412920804	32.8203044963	25.5109881462	93.70265119640001	19.3466971468	32.698051276	32.1670256683	55.0221620713	40.7002689209	55.122319324799996	52.0026299918	35.6541898822	21.1390705931	31.5418121388	50.9391438154	17.661900408	33.676958536	75.85888990309999	60.127988409299995	24.4922002878	53.397783659699996	45.2121284599	41.8997708476	45.5699840769	57.1553069256	81.3349412297	107.838251595	56.7805595184	37.651846415099996	39.9533223714	42.0806223627
K06970	1.2410279391	2.3315894873	2.2069774271	5.9537350991	16.3212844596	8.4706735131	0.390977376	4.6800877919	2.1349547655	1.4338056570000002	2.7344515165	3.4125180605	81.7790675947	0	0.6490886883	1.7677053734000001	4.145213425	1.6187738954	0.765048841	8.158451016	0.892827093	15.459056539199999	6.733753370500001	2.5191537623999998	5.7752451021	4.434137944	7.4297615778	9.1198621236	7.481281502	2.6561765133	0	2.3485984445000003	5.4699659459	2.7343595157	3.0888417848	3.3457864185	11.0250871254	6.7619770312	1.8102030022	1.0857551282
K06971	0.1111077085	0	0.915792212	0.1983912216	0.6098982416	1.8969327635	0	3.1342965495	0.4010511587	0.2448469546	0.1400865156	0	10.021726442	0	0.1784798895	0.5220994066	0.4796650291	0	0	0.20603827	0.41209927990000006	7.647915469	0.4557635249	0.1370913089	0	0	0	6.9179352543	0.4834786559	0	0	0.0899726848	1.2092873033	0.500833386	0.327555344	0	0.6307154496	1.0963395629	0	0.1032291926
K06972	37.8107010511	29.8396958296	31.7020398131	23.4650320152	29.0641494406	17.074052413500002	54.7879550146	42.7522709749	41.6707439898	55.5981494324	24.2903700008	24.972454493399997	12.4279280226	5.8357902371	30.716851471800002	46.003034905999996	25.239550775999998	70.3152970266	54.2550566684	17.9209456032	58.9528387133	119.6988247434	16.046780969	36.4407776123	10.7274238431	33.6372683142	36.1739571022	25.9946400718	41.6817989732	34.5079865383	16.7542389646	22.8179158325	10.4718627537	38.8521646319	9.4880070838	37.3523126546	11.341944282999998	43.7944575315	15.4623190152	27.3245166685
K06973	26.2077553847	22.733056650400002	20.0386134124	33.936507536600004	40.7535468514	37.2530009126	15.1751528215	59.4089018594	34.1509818298	25.937306199200002	59.3953442762	30.4128696316	22.8584848598	60.172578162600004	23.8585797993	9.144642516100001	33.827405640100004	23.5254352525	16.100091614	53.009106723	16.8209445082	5.6402875932	29.2974445509	24.9742506172	48.1857948747	48.424065951	34.312380804200004	45.0270806694	16.8480047443	54.4908726059	17.8908882856	30.6178973076	51.3630417134	33.8267692692	31.576670235199998	25.4413583313	29.5306515528	38.1463769583	43.0086438683	22.59377612
K06975	6.6332019374	18.8264972272	6.1007437756	18.6702014992	31.9655506405	55.4276338117	4.3302289135	14.192947115900001	28.8006508183	9.0338945663	57.8991393237	26.4669988717	160.0371299773	0.0996196849	27.7462160026	3.2739342767	35.457887464900004	8.9444886937	16.7128576207	36.0887121586	2.8994819880000002	18.8662921858	18.2360624567	10.3114032196	67.0489036599	21.3794609761	49.3741335591	57.518207982	24.1846034206	28.0429336434	0.44152950299999993	9.1592820997	26.9674779769	33.5191931197	4.9263781684	23.3618211179	29.0648484095	53.8972754267	28.521569261	53.6721827816
K06976	0	0	0	0.0699545558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0877999904	0	0	0	0	0.1681279284
K06978	5.3943987446	1.1685338424	20.1401787808	0.1012695865	16.1191620252	3.4260402286	0	11.2398742695	0	2.2512104365	3.860502754	0	0.128417215	0	0	0	15.473333880399998	0	10.5860536377	7.2021195143	15.0199965866	0.3536139743	0.071469626	0.6420392388999999	0	6.0981425588	6.6018651769	15.3586768483	0	0.6453648125	3.7677942903	3.9884798395	1.4430588036	12.2789135271	31.5748568764	4.089528371	0	2.5705695238	0.1348249334	0.1557302549
K06980	1.6074111062	0.2997868632	1.5715317686	5.3394893072	17.8782731377	10.6947219743	0	4.4126274339	0.4440675545	1.2529277757	1.5035728182	1.3850835387	84.8373209602	0.2036628157	0.8167963844	1.3811139228	1.2570416632	0.7853309209	0.1614641177	0.2666430583	1.2181337419	18.9818701895	1.3644513702	1.9921643467	3.5188426179	1.0116762255	2.266941745	6.9225982923	10.0415144279	0	0	0	2.0849231589	0.6639744744	2.0042458376	0.1743667042	11.4111321015	6.367037297	1.4550347269	0.7278863760000001
