"","Variable","Feature","N1","N2","Mean1","Mean2","Beta","SE","P","FDR","FC","FC_lower","FC_upper"
"K03453","Group","K03453",20,20,0.54193382787,0.580407956325,0.00719532112164599,0.0324761646371201,0.825845103228583,0.99979701592855,1.00499987441285,0.961622153904465,1.05033431631005
"K09136","Group","K09136",15,18,0.024686171868,0.0477091237605,0.00128289411145551,0.00579471493583705,0.825973886773121,0.99979701592855,1.00088962992247,0.993041043868016,1.00880024795782
"K03743","Group","K03743",20,19,0.081937024208,0.1046153498115,0.00231399621086572,0.0104671893290465,0.826220455214467,0.99979701592855,1.00160522694907,0.98746280031513,1.01595020119394
"K00631","Group","K00631",17,18,0.0427684316775,0.0681712778355,0.00194588215911708,0.00881223167440006,0.82641785863701,0.99979701592855,1.00134969274882,0.989432989899783,1.01340992002875
"K07140","Group","K07140",16,18,0.0248620642995,0.0479917748325,0.001322041655516,0.00598855320435971,0.826460070557781,0.99979701592855,1.00091678944086,0.99280650777583,1.0090933243669
"K00286","Group","K00286",20,20,0.71480419405,0.783948823005,-0.00528132143670165,0.0239743301784449,0.826824034164385,0.99979701592855,0.996345959251051,0.964417002954318,1.02933198758931
"K04091","Group","K04091",15,17,0.02768461883,0.0515874235165,0.0014781763681199,0.00671520630273156,0.82695310283111,0.99979701592855,1.00102511885746,0.991934230497736,1.0101993234781
"K20491","Group","K20491",19,20,0.0631220072435,0.078157356309,0.00269922006129769,0.01226386258891,0.82697500006389,0.99979701592855,1.00187270810688,0.985318499523464,1.01870504180614
"K21430","Group","K21430",16,18,0.029072638997,0.052487735717,0.00137817006691955,0.00626344121976983,0.827022490126702,0.99979701592855,1.00095573111641,0.992474420962308,1.00950951933183
"K03756","Group","K03756",18,17,0.0182840151605,0.039982238436,0.00117714860694858,0.00535040818228537,0.82704028613273,0.99979701592855,1.00081627020535,0.993567816984577,1.0081176036354
"K08308","Group","K08308",16,18,0.0310257451245,0.0551800362645,0.00155052948083554,0.00705498914734574,0.827220654865947,0.99979701592855,1.00107532288353,0.991526166348569,1.010716445111
"K01271","Group","K01271",20,20,0.067909574495,0.1045785033645,-0.0023943248434367,0.0108949454789897,0.827230698635776,0.99979701592855,0.998341756892351,0.98367359538346,1.01322864437199
"K03776","Group","K03776",16,19,0.0318323426785,0.05568481991,0.00150612827601616,0.00686413968053753,0.82749742318564,0.99979701592855,1.00104451369295,0.991752761418038,1.01042332058842
"K04775","Group","K04775",14,16,0.023299762584,0.0464755069045,0.00130665657817683,0.00595555508868206,0.827511736777994,0.99979701592855,1.00090611559804,0.992840428658569,1.00903732697017
"K21088","Group","K21088",16,17,0.022116392169,0.0448025743705,0.00119204797454987,0.00543800519641567,0.827662121667687,0.99979701592855,1.00082660614336,0.993459842808569,1.00824799594587
"K19775","Group","K19775",16,18,0.0305843944525,0.054582400212,0.00153246050021975,0.00700168409484337,0.827922425216019,0.99979701592855,1.00106278503123,0.991585554695269,1.01063059544313
"K03752","Group","K03752",18,18,0.0397308270395,0.065442775609,0.00190493264232112,0.00871866857263753,0.828217367471036,0.99979701592855,1.00132127080033,0.989530679302234,1.01325235116935
"K01834","Group","K01834",20,20,0.820309560515,0.89707453952,-0.00674901743453713,0.0309058621136855,0.828306754711873,0.99979701592855,0.995332862684914,0.954406314203259,1.03801441042181
"K03762","Group","K03762",19,20,0.027464777723,0.0414492439955,0.00208768797415455,0.00958066225454063,0.828667952322368,0.99979701592855,1.00144812255147,0.988497751863492,1.01456815685339
"K09774","Group","K09774",15,18,0.0364966426395,0.0613245458305,0.00174131275860051,0.00799382977541912,0.82872545552685,0.99979701592855,1.00120771472988,0.990393263284788,1.01214025296372
"K08312","Group","K08312",18,18,0.043248064128,0.0691820446355,0.00199754393756448,0.00918573066090101,0.829012067018456,0.99979701592855,1.00138555093835,0.988966468743173,1.01396058746307
"K01999","Group","K01999",20,20,0.295038358733,0.3522387673985,-0.00513601408056712,0.0236281701258065,0.829084307221442,0.99979701592855,0.996446315656369,0.96496784377813,1.02895165511178
"K07285","Group","K07285",17,17,0.0338492854055,0.0585588576335,0.00164067014828841,0.00756138321124568,0.829384578531596,0.99979701592855,1.00113787277407,0.990906170308863,1.01147522372394
"K05539","Group","K05539",17,18,0.0410477334425,0.0661792209645,0.00185676533983677,0.00856901730255618,0.829614064605923,0.99979701592855,1.00128784021519,0.98969883906301,1.01301254421192
"K06916","Group","K06916",16,18,0.0327646235255,0.056772351234,0.00155515775099855,0.00718786174078726,0.829865320526474,0.99979701592855,1.00107853441081,0.991350375971768,1.01090215563365
"K02396","Group","K02396",20,20,0.03730888931,0.0609250197995,0.00134218878623214,0.00620793089786812,0.829984021738576,0.99979701592855,1.00093076726821,0.99252451662866,1.0094082151917
"K03732","Group","K03732",18,18,0.0438668679155,0.069784681502,0.00196868436107228,0.00912257959240316,0.830295152679458,0.99979701592855,1.00136551948816,0.98903153609191,1.0138533171369
"K16074","Group","K16074",17,17,0.025480773956,0.0485260202545,0.00125168185948376,0.00580590294923975,0.830462074012862,0.99979701592855,1.00086797622539,0.993004466503667,1.00879375634693
"K21746","Group","K21746",16,18,0.0184941058415,0.0487913351505,-0.00150462648964574,0.00697963277082507,0.83047285303179,0.99979701592855,0.998957616050889,0.989529959830617,1.00847509340384
"K01414","Group","K01414",17,19,0.0418852341385,0.0673038972825,0.00188674975483117,0.00876654302737708,0.830745490233536,0.99979701592855,1.00130865081014,0.989453851024217,1.01330548478777
"K15723","Group","K15723",17,17,0.0347281197145,0.0588743669085,0.00156628208969427,0.00728998404469057,0.83103008581435,0.99979701592855,1.00108625356094,0.991220488497442,1.01105021405262
"K05804","Group","K05804",17,18,0.038561938344,0.062655847599,0.00166035610628165,0.00773181120533871,0.831115620041956,0.99979701592855,1.00115153366013,0.990690282476678,1.01172325102889
"K22650","Group","K22650",16,18,0.036952751336,0.061456816848,0.00168171529331747,0.00783598721032159,0.831215591455856,0.99979701592855,1.00116635587865,0.99056474503098,1.01188143144746
"K00884","Group","K00884",18,17,0.026300365192,0.050045736367,0.00137821569324727,0.00642263352309415,0.831236518561563,0.99979701592855,1.0009557627724,0.992259829492571,1.00972790517948
"K05813","Group","K05813",20,20,0.1529786856105,0.184989368549,-0.00336601234014468,0.0156917987310355,0.831298120761646,0.99979701592855,0.99766957769688,0.976625980187437,1.01916660671964
"K16868","Group","K16868",17,18,0.017274800289,0.039331968694,0.00107595404284451,0.00501934003011755,0.831411218560133,0.99979701592855,1.00074607268509,0.993945082730922,1.00759359787058
"K13893","Group","K13893",16,17,0.024140443313,0.047005555611,0.00119423616445504,0.00557115565673237,0.831412050975136,0.99979701592855,1.00082812413592,0.993281654666099,1.00843192799945
"K00687","Group","K00687",16,20,0.0127287212685,0.0266349497935,0.00235175025045521,0.0109722269820514,0.831430587104584,0.99979701592855,1.00163143840548,0.986811330222549,1.01667411761068
"K03807","Group","K03807",17,17,0.0363271226575,0.0602355403015,0.0015756215374109,0.00735756044312544,0.831575088367194,0.99979701592855,1.00109273422575,0.991135907740548,1.01114958573566
"K05851","Group","K05851",17,20,0.0430273712215,0.068954957917,0.00195846031756865,0.00915264526131956,0.831708627854027,0.99979701592855,1.00135842306926,0.988984129943,1.01388754489877
"K06204","Group","K06204",18,18,0.045771431955,0.0715982235625,0.0019503238845514,0.00913476870120256,0.832074065703656,0.99979701592855,1.00135277567842,0.989002571489763,1.01385720347366
"K07237","Group","K07237",17,17,0.044998390742,0.071387149168,0.00206409895694029,0.00967211046910261,0.832150152893443,0.99979701592855,1.0014317483468,0.988358789403235,1.01467762248813
"K02062","Group","K02062",19,18,0.0366835779745,0.0610051619315,0.00156674356195118,0.00734726452023076,0.832278345742224,0.99979701592855,1.00108657377664,0.991143672302501,1.01112921991191
"K00758","Group","K00758",17,17,0.0406579595615,0.0661224429855,0.00183731500852057,0.00862330194939816,0.832416014498977,0.99979701592855,1.00127434100129,0.989612510060431,1.01307359775226
"K11249","Group","K11249",17,18,0.030894127586,0.0541686214995,0.00135041451505578,0.00633811871909643,0.832417268852392,0.99979701592855,1.00093647423213,0.99235464329787,1.00959252039043
"K23228","Group","K23228",16,18,0.0384487018325,0.062920744195,0.00169195386049318,0.00794503871476556,0.832498640376173,0.99979701592855,1.00117346101527,0.990425028692927,1.012038539014
"K01582","Group","K01582",17,19,0.056391825436,0.1078687189605,-0.00327775881231833,0.015392823597096,0.832511473930308,0.99979701592855,0.997730609689407,0.977082513866649,1.01881504927541
"K17828","Group","K17828",20,20,0.572139806815,0.63573764553,-0.00505877023355661,0.0238260162833316,0.832991216019293,0.99979701592855,0.996499668170336,0.964760160471346,1.02928336943188
"K02160","Group","K02160",20,20,0.102785880595,0.137228403487,-0.00234229353703129,0.011040091318233,0.833114186463481,0.99979701592855,0.998377763089848,0.983515113538875,1.01346501351236
"K00313","Group","K00313",18,20,0.08631388821,0.165802186684,-0.00498914948051131,0.0235666149983648,0.83346926064552,0.99979701592855,0.996547757842337,0.965146790147288,1.02897035331696
"K01153","Group","K01153",20,20,0.511590080945,0.571809164065,-0.0052810463105424,0.0250110607799098,0.833899743859213,0.99979701592855,0.996346149257154,0.963059790817687,1.03078298835081
"K13891","Group","K13891",18,19,0.028722551347,0.051172122506,0.00117463833355911,0.00557990806599055,0.834392744211856,0.99979701592855,1.00081452879764,0.99325635120925,1.00843022028804
"K05520","Group","K05520",20,20,0.040719798906,0.062795200697,0.00131834057309811,0.0062836501754089,0.834940780086367,0.99979701592855,1.00091422169739,0.992406016132059,1.00949537075637
"K08989","Group","K08989",16,19,0.0249172810195,0.0543933775495,-0.00137255594124114,0.00654264650076779,0.834955388116382,0.99979701592855,0.999049069140755,0.99020823800533,1.00796883346636
"K01819","Group","K01819",18,19,0.154413262989,0.170744669286,0.00497334565749102,0.0237185870487163,0.835036514710499,0.99979701592855,1.00345320915652,0.971634023855977,1.03631441287999
"K07784","Group","K07784",17,18,0.0453016566935,0.0719936415975,0.00203203539801098,0.00970824008068957,0.835324032229216,0.99979701592855,1.00140949200838,0.988288312726114,1.01470487687776
"K02010","Group","K02010",20,19,0.0815740740585,0.097751796671,0.00275735226269315,0.0131764879504217,0.835360701238131,0.99979701592855,1.00191307855094,0.98413724977345,1.02000998052101
"K07054","Group","K07054",17,18,0.034214418993,0.0583611030285,0.001492481731811,0.00713547015984645,0.835437672769848,0.99979701592855,1.00103504479397,0.991377870309878,1.01078629139911
